fSalesPrimaryKey,ProductID,SalesRepID,Geokey,ProductName,Category,SubCategoryName,Color,RetailPrice,StandardCost,SalesRepName,Date,Country,Town,Units,PercentOfStandardCost,RevenueDiscount,TotalRevenue,TotalCost,GrossProfit
51448,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Wednesday 11 October 2017,Germany,Frankfurt,65,0.99,0.35,1751.75,536.25,1215.5
51573,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Friday 3 March 2017,Germany,Frankfurt,59,0.972,0.35,2593.05,811.25,1781.8
51622,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Monday 1 May 2017,Germany,Frankfurt,67,0.971,0.35,1805.65,552.75,1252.9
51843,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Sunday 20 August 2017,Germany,Frankfurt,66,0.984,0.35,1778.7,544.5,1234.2
52011,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Saturday 30 September 2017,Germany,Frankfurt,69,0.988,0.35,1859.55,569.25,1290.3
52137,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Saturday 30 December 2017,Germany,Frankfurt,64,0.999,0.35,2812.8,880,1932.8
52370,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Sunday 5 February 2017,Germany,Frankfurt,65,0.97,0.35,2856.75,893.75,1963
52390,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Thursday 9 November 2017,Germany,Frankfurt,53,0.994,0.35,1428.35,437.25,991.1
52607,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Saturday 20 May 2017,Germany,Frankfurt,56,0.976,0.35,1509.2,462,1047.2
52744,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Saturday 20 May 2017,Germany,Frankfurt,74,0.976,0.35,1994.3,610.5,1383.8
52979,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Thursday 29 June 2017,Germany,Frankfurt,61,0.978,0.35,2680.95,838.75,1842.2
53118,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 5 April 2017,Germany,Frankfurt,69,0.968,0.35,2066.55,631.35,1435.2
53197,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Wednesday 6 September 2017,Germany,Frankfurt,57,0.988,0.35,2505.15,783.75,1721.4
53248,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 22 February 2017,Germany,Frankfurt,62,0.96,0.35,1856.9,567.3,1289.6
53329,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Monday 20 February 2017,Germany,Frankfurt,73,0.971,0.35,1967.35,602.25,1365.1
53337,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Friday 19 May 2017,Germany,Frankfurt,65,0.976,0.35,1751.75,536.25,1215.5
53461,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 12 February 2017,Germany,Frankfurt,67,0.962,0.35,2006.65,613.05,1393.6
53743,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Monday 20 March 2017,Germany,Frankfurt,63,0.968,0.35,2768.85,866.25,1902.6
53812,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 26 July 2017,Germany,Frankfurt,68,0.98,0.35,2036.6,622.2,1414.4
53898,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Friday 8 December 2017,Germany,Frankfurt,55,0.997,0.35,1647.25,503.25,1144
54046,9,7,3,Magnum,Special,Extra,Green,26.95,8.25,John White,Thursday 9 February 2017,Germany,Frankfurt,69,0.96,0.35,1859.55,569.25,1290.3
54203,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Saturday 10 June 2017,Germany,Frankfurt,63,0.981,0.35,1886.85,576.45,1310.4
54329,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Tuesday 12 December 2017,Germany,Frankfurt,56,0.998,0.35,1677.2,512.4,1164.8
54474,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Tuesday 16 May 2017,Germany,Frankfurt,58,0.973,0.35,1737.1,530.7,1206.4
36971,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 15 February 2017,Germany,Frankfurt,117,0.96,0.5,3504.15,1070.55,2433.6
37058,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Sunday 19 November 2017,Germany,Frankfurt,149,0.995,0.5,4462.55,1363.35,3099.2
37278,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Saturday 7 January 2017,Germany,Frankfurt,124,0.961,0.5,3713.8,1134.6,2579.2
37544,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 15 November 2017,Germany,Frankfurt,124,0.995,0.5,3713.8,1134.6,2579.2
37654,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Friday 4 August 2017,Germany,Frankfurt,123,0.983,0.5,3683.85,1125.45,2558.4
37975,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Saturday 28 January 2017,Germany,Frankfurt,139,0.967,0.5,4163.05,1271.85,2891.2
38123,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Monday 11 December 2017,Germany,Frankfurt,144,0.997,0.5,4312.8,1317.6,2995.2
38344,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Sunday 8 January 2017,Germany,Frankfurt,111,0.963,0.5,3324.45,1015.65,2308.8
39818,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Saturday 11 March 2017,Germany,Frankfurt,108,0.968,0.5,3234.6,988.2,2246.4
39878,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Friday 29 September 2017,Germany,Frankfurt,106,0.989,0.5,3174.7,969.9,2204.8
40624,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Tuesday 14 November 2017,Germany,Frankfurt,105,0.994,0.5,3144.75,960.75,2184
40798,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Sunday 5 November 2017,Germany,Frankfurt,118,0.994,0.5,3534.1,1079.7,2454.4
41352,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Thursday 17 August 2017,Germany,Frankfurt,100,0.984,0.5,2995,915,2080
42519,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Thursday 26 October 2017,Germany,Frankfurt,105,0.993,0.5,3144.75,960.75,2184
42553,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Friday 24 November 2017,Germany,Frankfurt,142,0.996,0.5,4252.9,1299.3,2953.6
42701,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 22 October 2017,Germany,Frankfurt,142,0.992,0.5,4252.9,1299.3,2953.6
42915,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Thursday 19 January 2017,Germany,Frankfurt,118,0.967,0.5,3534.1,1079.7,2454.4
43524,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Wednesday 24 May 2017,Germany,Frankfurt,124,0.973,0.5,3713.8,1134.6,2579.2
43671,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 30 April 2017,Germany,Frankfurt,147,0.974,0.5,4402.65,1345.05,3057.6
44251,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Sunday 29 October 2017,Germany,Frankfurt,117,0.993,0.5,3504.15,1070.55,2433.6
45930,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Monday 27 February 2017,Germany,Frankfurt,123,0.969,0.5,3683.85,1125.45,2558.4
46340,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 19 July 2017,Germany,Frankfurt,136,0.984,0.5,4073.2,1244.4,2828.8
46661,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 6 August 2017,Germany,Frankfurt,112,0.982,0.5,3354.4,1024.8,2329.6
47623,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Tuesday 12 December 2017,Germany,Frankfurt,123,0.998,0.5,3683.85,1125.45,2558.4
48992,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 3 September 2017,Germany,Frankfurt,125,0.985,0.5,3743.75,1143.75,2600
49206,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Wednesday 28 June 2017,Germany,Frankfurt,110,0.979,0.5,3294.5,1006.5,2288
49286,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Thursday 28 December 2017,Germany,Frankfurt,102,0.999,0.5,3054.9,933.3,2121.6
49953,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Friday 18 August 2017,Germany,Frankfurt,119,0.985,0.5,3564.05,1088.85,2475.2
50093,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Monday 23 October 2017,Germany,Frankfurt,120,0.993,0.5,3594,1098,2496
50449,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Sunday 8 October 2017,Germany,Frankfurt,110,0.991,0.5,3294.5,1006.5,2288
50619,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Friday 17 February 2017,Germany,Frankfurt,133,0.965,0.5,3983.35,1216.95,2766.4
51056,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Monday 27 March 2017,Germany,Frankfurt,100,0.97,0.5,2995,915,2080
51896,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Monday 3 July 2017,Germany,Frankfurt,143,0.982,0.5,4282.85,1308.45,2974.4
51970,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Saturday 2 September 2017,Germany,Frankfurt,102,0.986,0.5,3054.9,933.3,2121.6
52083,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Monday 10 July 2017,Germany,Frankfurt,130,0.981,0.5,3893.5,1189.5,2704
52138,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Thursday 23 November 2017,Germany,Frankfurt,139,0.996,0.5,4163.05,1271.85,2891.2
53032,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Saturday 18 March 2017,Germany,Frankfurt,136,0.97,0.5,4073.2,1244.4,2828.8
53491,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Thursday 20 July 2017,Germany,Frankfurt,118,0.984,0.5,3534.1,1079.7,2454.4
53750,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Monday 23 October 2017,Germany,Frankfurt,143,0.993,0.5,4282.85,1308.45,2974.4
53826,11,7,3,Carlota,General,Super,Florescent Blue,29.95,9.15,John White,Sunday 16 July 2017,Germany,Frankfurt,124,0.982,0.5,3713.8,1134.6,2579.2
54332,10,7,3,Carlota,Special,Extra,Florescent Pink,29.95,9.15,John White,Monday 6 March 2017,Germany,Frankfurt,107,0.963,0.5,3204.65,979.05,2225.6
37271,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 7 December 2017,Germany,Frankfurt,116,0.997,0.5,3126.2,957,2169.2
37691,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Monday 4 December 2017,Germany,Frankfurt,126,0.997,0.5,3017.7,951.3,2066.4
37817,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 5 August 2017,Germany,Frankfurt,118,0.983,0.5,3180.1,973.5,2206.6
37877,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 13 June 2017,Germany,Frankfurt,133,0.976,0.5,3584.35,1097.25,2487.1
38161,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Sunday 1 October 2017,Germany,Frankfurt,127,0.99,0.5,5581.65,1746.25,3835.4
38241,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Tuesday 14 March 2017,Germany,Frankfurt,134,0.964,0.5,3209.3,1011.7,2197.6
38264,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Sunday 19 March 2017,Germany,Frankfurt,119,0.97,0.5,5230.05,1636.25,3593.8
38318,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 15 November 2017,Germany,Frankfurt,118,0.995,0.5,3180.1,973.5,2206.6
38515,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Wednesday 18 January 2017,Germany,Frankfurt,141,0.966,0.5,6196.95,1938.75,4258.2
38665,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Wednesday 6 December 2017,Germany,Frankfurt,105,0.997,0.5,2514.75,792.75,1722
38683,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Wednesday 29 November 2017,Germany,Frankfurt,139,0.996,0.5,6109.05,1911.25,4197.8
38937,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Monday 30 January 2017,Germany,Frankfurt,114,0.966,0.5,5010.3,1567.5,3442.8
39892,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Friday 11 August 2017,Germany,Frankfurt,108,0.986,0.5,2586.6,815.4,1771.2
39906,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Friday 24 November 2017,Germany,Frankfurt,144,0.996,0.5,6328.8,1980,4348.8
39965,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Monday 16 January 2017,Germany,Frankfurt,111,0.957,0.5,2658.45,838.05,1820.4
39990,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Thursday 2 November 2017,Germany,Frankfurt,121,0.994,0.5,5317.95,1663.75,3654.2
40003,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Friday 14 April 2017,Germany,Frankfurt,120,0.972,0.5,5274,1650,3624
40111,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Wednesday 9 August 2017,Germany,Frankfurt,111,0.984,0.5,2658.45,838.05,1820.4
40202,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Friday 4 August 2017,Germany,Frankfurt,131,0.983,0.5,3137.45,989.05,2148.4
40525,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Friday 7 April 2017,Germany,Frankfurt,109,0.971,0.5,2610.55,822.95,1787.6
40554,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 12 July 2017,Germany,Frankfurt,146,0.979,0.5,3934.7,1204.5,2730.2
41084,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Tuesday 17 October 2017,Germany,Frankfurt,102,0.991,0.5,4482.9,1402.5,3080.4
41105,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Tuesday 14 March 2017,Germany,Frankfurt,112,0.964,0.5,4922.4,1540,3382.4
41759,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 23 January 2017,Germany,Frankfurt,103,0.96,0.5,2775.85,849.75,1926.1
42084,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Saturday 12 August 2017,Germany,Frankfurt,112,0.983,0.5,4922.4,1540,3382.4
42475,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 13 May 2017,Germany,Frankfurt,105,0.978,0.5,2829.75,866.25,1963.5
42929,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 21 June 2017,Germany,Frankfurt,122,0.98,0.5,3287.9,1006.5,2281.4
43078,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Tuesday 16 May 2017,Germany,Frankfurt,113,0.973,0.5,2706.35,853.15,1853.2
43199,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Saturday 15 July 2017,Germany,Frankfurt,144,0.982,0.5,3448.8,1087.2,2361.6
44448,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 17 July 2017,Germany,Frankfurt,133,0.983,0.5,3584.35,1097.25,2487.1
44779,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Friday 9 June 2017,Germany,Frankfurt,137,0.981,0.5,3281.15,1034.35,2246.8
45912,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Sunday 5 February 2017,Germany,Frankfurt,113,0.97,0.5,3045.35,932.25,2113.1
45947,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Sunday 15 October 2017,Germany,Frankfurt,116,0.992,0.5,3126.2,957,2169.2
46142,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 14 March 2017,Germany,Frankfurt,141,0.964,0.5,3799.95,1163.25,2636.7
46776,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Tuesday 31 October 2017,Germany,Frankfurt,134,0.993,0.5,3209.3,1011.7,2197.6
46843,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 4 April 2017,Germany,Frankfurt,103,0.97,0.5,2775.85,849.75,1926.1
47159,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Saturday 4 March 2017,Germany,Frankfurt,141,0.964,0.5,3799.95,1163.25,2636.7
47236,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Tuesday 21 February 2017,Germany,Frankfurt,115,0.969,0.5,3099.25,948.75,2150.5
47321,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Thursday 20 April 2017,Germany,Frankfurt,123,0.976,0.5,5405.85,1691.25,3714.6
47537,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Saturday 2 September 2017,Germany,Frankfurt,118,0.986,0.5,2826.1,890.9,1935.2
47792,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Thursday 16 February 2017,Germany,Frankfurt,132,0.97,0.5,3557.4,1089,2468.4
48253,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Monday 30 January 2017,Germany,Frankfurt,120,0.966,0.5,2874,906,1968
48336,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Sunday 8 January 2017,Germany,Frankfurt,122,0.963,0.5,2921.9,921.1,2000.8
48359,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Monday 26 June 2017,Germany,Frankfurt,101,0.981,0.5,2721.95,833.25,1888.7
48441,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Friday 3 November 2017,Germany,Frankfurt,104,0.994,0.5,2802.8,858,1944.8
48651,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Thursday 14 September 2017,Germany,Frankfurt,148,0.99,0.5,3544.6,1117.4,2427.2
49065,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Sunday 15 October 2017,Germany,Frankfurt,135,0.992,0.5,3233.25,1019.25,2214
49089,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Thursday 14 September 2017,Germany,Frankfurt,123,0.99,0.5,5405.85,1691.25,3714.6
49306,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Thursday 9 March 2017,Germany,Frankfurt,112,0.968,0.5,2682.4,845.6,1836.8
49895,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Sunday 12 March 2017,Germany,Frankfurt,107,0.969,0.5,4702.65,1471.25,3231.4
50001,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Tuesday 7 February 2017,Germany,Frankfurt,140,0.963,0.5,3353,1057,2296
50052,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Monday 24 July 2017,Germany,Frankfurt,102,0.981,0.5,4482.9,1402.5,3080.4
50185,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Thursday 3 August 2017,Germany,Frankfurt,145,0.984,0.5,3472.75,1094.75,2378
50308,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Sunday 26 February 2017,Germany,Frankfurt,129,0.962,0.5,3476.55,1064.25,2412.3
50761,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Saturday 18 November 2017,Germany,Frankfurt,148,0.994,0.5,3544.6,1117.4,2427.2
50838,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 1 November 2017,Germany,Frankfurt,107,0.992,0.5,2883.65,882.75,2000.9
50958,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Sunday 19 February 2017,Germany,Frankfurt,111,0.968,0.5,2658.45,838.05,1820.4
51232,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Thursday 15 June 2017,Germany,Frankfurt,131,0.978,0.5,5757.45,1801.25,3956.2
51652,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Sunday 9 April 2017,Germany,Frankfurt,135,0.974,0.5,5933.25,1856.25,4077
52043,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Thursday 23 November 2017,Germany,Frankfurt,102,0.996,0.5,2442.9,770.1,1672.8
52121,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Monday 11 December 2017,Germany,Frankfurt,126,0.997,0.5,5537.7,1732.5,3805.2
52652,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Thursday 20 April 2017,Germany,Frankfurt,106,0.976,0.5,2538.7,800.3,1738.4
52655,7,7,3,Bing,Special,Extra,Red,26.95,8.25,John White,Wednesday 5 April 2017,Germany,Frankfurt,102,0.968,0.5,2748.9,841.5,1907.4
53109,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Tuesday 3 October 2017,Germany,Frankfurt,135,0.989,0.5,5933.25,1856.25,4077
53467,1,7,3,Alder,Special,Micro,Red,23.95,7.55,John White,Monday 6 February 2017,Germany,Frankfurt,146,0.961,0.5,3496.7,1102.3,2394.4
53735,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Monday 11 December 2017,Germany,Frankfurt,118,0.997,0.5,5186.1,1622.5,3563.6
53992,4,7,3,Quad,Special,Extra,Red,43.95,13.75,John White,Tuesday 15 August 2017,Germany,Frankfurt,101,0.984,0.5,4438.95,1388.75,3050.2
37127,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Monday 13 March 2017,Germany,Frankfurt,146,0.972,0.5,6416.7,2007.5,4409.2
37285,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Friday 11 August 2017,Germany,Frankfurt,136,0.986,0.5,5977.2,1870,4107.2
37386,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Saturday 6 May 2017,Germany,Frankfurt,114,0.976,0.5,2730.3,860.7,1869.6
37632,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Friday 15 December 2017,Germany,Frankfurt,117,0.998,0.5,5142.15,1608.75,3533.4
37922,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Friday 7 July 2017,Germany,Frankfurt,100,0.984,0.5,4395,1375,3020
37926,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Saturday 29 July 2017,Germany,Frankfurt,140,0.984,0.5,6153,1925,4228
37958,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Monday 3 July 2017,Germany,Frankfurt,111,0.982,0.5,2991.45,915.75,2075.7
38234,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Sunday 29 October 2017,Germany,Frankfurt,109,0.993,0.5,2937.55,899.25,2038.3
38451,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Saturday 18 February 2017,Germany,Frankfurt,103,0.969,0.5,2775.85,849.75,1926.1
39065,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Tuesday 12 September 2017,Germany,Frankfurt,101,0.987,0.5,2418.95,762.55,1656.4
39098,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Thursday 24 August 2017,Germany,Frankfurt,115,0.987,0.5,5054.25,1581.25,3473
39808,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Friday 22 September 2017,Germany,Frankfurt,104,0.989,0.5,2490.8,785.2,1705.6
40035,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Thursday 28 December 2017,Germany,Frankfurt,113,0.999,0.5,4966.35,1553.75,3412.6
40412,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Wednesday 1 March 2017,Germany,Frankfurt,100,0.967,0.5,4395,1375,3020
42048,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Sunday 5 February 2017,Germany,Frankfurt,111,0.97,0.5,2991.45,915.75,2075.7
42093,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Tuesday 8 August 2017,Germany,Frankfurt,134,0.984,0.5,3611.3,1105.5,2505.8
42212,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Tuesday 4 July 2017,Germany,Frankfurt,142,0.98,0.5,3826.9,1171.5,2655.4
42350,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Monday 28 August 2017,Germany,Frankfurt,119,0.984,0.5,3207.05,981.75,2225.3
42387,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Friday 3 February 2017,Germany,Frankfurt,148,0.963,0.5,3988.6,1221,2767.6
42614,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Sunday 2 July 2017,Germany,Frankfurt,143,0.982,0.5,6284.85,1966.25,4318.6
43035,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Tuesday 11 April 2017,Germany,Frankfurt,141,0.968,0.5,3799.95,1163.25,2636.7
43153,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Sunday 19 March 2017,Germany,Frankfurt,145,0.97,0.5,6372.75,1993.75,4379
43541,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Thursday 19 January 2017,Germany,Frankfurt,106,0.967,0.5,2538.7,800.3,1738.4
43557,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Friday 3 November 2017,Germany,Frankfurt,129,0.994,0.5,3089.55,973.95,2115.6
43986,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Thursday 6 April 2017,Germany,Frankfurt,127,0.969,0.5,3041.65,958.85,2082.8
44006,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Wednesday 1 March 2017,Germany,Frankfurt,100,0.967,0.5,2695,825,1870
45007,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Tuesday 14 February 2017,Germany,Frankfurt,143,0.964,0.5,6284.85,1966.25,4318.6
45155,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Friday 7 July 2017,Germany,Frankfurt,128,0.984,0.5,3449.6,1056,2393.6
45181,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Thursday 18 May 2017,Germany,Frankfurt,130,0.977,0.5,3503.5,1072.5,2431
45511,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Monday 2 October 2017,Germany,Frankfurt,114,0.99,0.5,5010.3,1567.5,3442.8
45558,5,7,3,Black Monk,Special,Extra,Blue,43.95,13.75,John White,Wednesday 31 May 2017,Germany,Frankfurt,120,0.974,0.5,5274,1650,3624
46328,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Saturday 22 July 2017,Germany,Frankfurt,134,0.984,0.5,3209.3,1011.7,2197.6
46337,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Saturday 29 July 2017,Germany,Frankfurt,129,0.984,0.5,3089.55,973.95,2115.6
46391,2,7,3,Linder,General,Regular,Blue,23.95,7.55,John White,Monday 8 May 2017,Germany,Frankfurt,124,0.972,0.5,2969.8,936.2,2033.6
46666,8,7,3,VanHelen,Special,Micro,Blue,26.95,8.25,John White,Friday 27 October 2017,Germany,Frankfurt,138,0.991,0.5,3719.1,1138.5,2580.6
